date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9
1/20/2015,S1F0LCQX,0,137610352,0,0,0,7,304777,0,0,0
1/20/2015,S1F0LCTV,0,175656336,0,0,1,11,467167,8,8,0
1/20/2015,S1F0LCVC,0,138579088,0,0,0,8,218069,0,0,0
1/20/2015,S1F0LD15,0,74123600,0,0,0,6,307288,0,0,0
1/20/2015,S1F0LD2C,0,158870976,0,0,0,12,456506,0,0,0
1/20/2015,S1F0LD73,0,132062376,0,0,0,6,306302,0,0,0
1/20/2015,S1F0LR01,0,37645336,0,0,8,9,169543,0,0,0
1/20/2015,S1F0M2PQ,0,193931176,0,0,6,60,240639,0,0,0
1/20/2015,S1F0MBV5,0,45973240,0,0,0,4,361973,0,0,0
1/20/2015,S1F0P1K7,0,129360920,0,0,0,2,263213,0,0,0
1/20/2015,S1F0P2B4,0,162906440,0,0,0,4,269615,0,0,0
1/20/2015,S1F0P3G2,1,178102642,10288,0,48,8,261020,424,424,1
1/20/2015,S1F0PEVC,0,114349384,0,0,0,6,241060,0,0,1
1/20/2015,S1F0PF59,0,146435344,0,0,0,6,264196,0,0,0
1/20/2015,S1F0PF5Q,0,51746208,0,0,0,12,264460,0,0,98
1/20/2015,S1F0PGHQ,0,79364312,0,0,0,6,261213,0,0,0
1/20/2015,S1F0PGZ6,0,90793848,0,0,0,5,263877,0,0,2
1/20/2015,S1F0PJAJ,0,53204568,0,0,0,12,266803,0,0,0
1/20/2015,S1F0PJJW,0,104179712,0,0,0,6,258879,0,0,0
1/20/2015,S1F0PJZP,0,51298984,0,0,0,12,260880,0,0,0
1/20/2015,S1F0PK2J,0,8268480,0,0,0,6,269357,0,0,0
1/20/2015,S1F0PK70,0,95737048,0,0,0,7,236676,0,0,0
1/20/2015,S1F0PL0R,0,26211024,0,0,0,6,246213,0,0,0
1/20/2015,S1F0PL7D,0,135618784,0,0,0,6,260860,0,0,1
1/20/2015,S1F0PLEL,0,181261144,0,0,0,7,243033,0,0,0
1/20/2015,S1F0QF3R,0,65320136,0,0,0,12,220592,0,0,1
1/20/2015,S1F0QWWF,0,122696248,0,0,0,6,245549,0,0,0
1/20/2015,S1F0QWZP,0,126872208,0,0,0,12,225144,0,0,2
1/20/2015,S1F0QXVD,0,238372208,0,0,0,6,243377,0,0,0
1/20/2015,S1F0QXXH,0,233006632,0,0,0,13,241561,0,0,0
1/20/2015,S1F0QY0Q,0,203289152,0,0,0,5,226914,0,0,6
1/20/2015,S1F0QY1C,0,204259880,0,5,0,11,269255,0,0,2
1/20/2015,S1F0QY71,0,8477016,0,0,0,13,241806,0,0,0
1/20/2015,S1F0QYJX,0,217995816,0,2,0,5,268937,0,0,1
1/20/2015,S1F0QYLA,0,74579664,0,1,0,5,260739,0,0,0
1/20/2015,S1F0QYMX,0,44786480,0,0,0,5,268818,0,0,5
1/20/2015,S1F0QYND,0,20975792,3848,0,17,6,268694,0,0,2
1/20/2015,S1F0QYYB,0,19519104,0,0,0,11,265358,0,0,0
1/20/2015,S1F0QZYJ,0,18043008,0,0,0,11,268836,0,0,0
1/20/2015,S1F0R0PX,0,113779432,0,0,0,12,241734,0,0,0
1/20/2015,S1F0R12B,0,69467664,0,0,0,6,240885,0,0,0
1/20/2015,S1F0R15Y,0,100430120,0,0,0,6,246032,0,0,0
1/20/2015,S1F0R2KW,0,134571224,0,0,0,8,243139,0,0,0
1/20/2015,S1F0R2SV,0,225478408,0,0,0,13,243617,0,0,1
1/20/2015,S1F0R2VP,0,32315792,0,0,0,12,246748,0,0,0
1/20/2015,S1F0R37Q,0,107264360,0,0,0,7,210790,0,0,4
1/20/2015,S1F0R3FB,0,60376544,0,0,12,6,245381,0,0,0
1/20/2015,S1F0R3LG,0,67245432,0,0,0,6,241115,0,0,0
1/20/2015,S1F0RM77,0,234265384,0,0,0,11,219060,0,0,0
1/20/2015,S1F0RQLR,0,69115816,0,0,0,7,268989,0,0,0
1/20/2015,S1F0RR2E,0,37489752,0,0,0,8,272047,0,0,0
1/20/2015,S1F0RR35,0,196061968,152,0,0,12,280591,0,0,0
1/20/2015,S1F0RR5M,0,59251832,0,0,6,10,193540,0,0,0
1/20/2015,S1F0RR7L,0,94187888,0,0,0,13,268169,0,0,0
1/20/2015,S1F0RREN,0,218680640,0,0,0,11,218956,0,0,1
1/20/2015,S1F0RS3B,0,31928400,0,0,0,7,270747,0,0,0
1/20/2015,S1F0RS72,0,150175896,0,0,0,8,280742,0,0,15
1/20/2015,S1F0RS81,0,129485136,0,0,0,13,271054,0,0,0
1/20/2015,S1F0RSDT,0,230546232,0,0,0,8,194458,0,0,3
1/20/2015,S1F0RSER,0,136665976,0,0,0,7,317870,0,0,0
1/20/2015,S1F0RSFT,0,82494576,0,0,0,12,197037,0,0,0
1/20/2015,S1F0RSG7,0,76093432,0,406,0,12,323998,0,0,2637
1/20/2015,S1F0RSMR,0,92999072,0,0,0,9,268909,0,0,26
1/20/2015,S1F0RSWJ,0,161647000,0,0,0,12,273242,0,0,0
1/20/2015,S1F0RSXC,0,50014176,0,0,0,8,141203,0,0,1
1/20/2015,S1F0RSZP,0,233522552,0,0,0,13,269769,0,0,0
1/20/2015,S1F0RSZZ,0,12604664,0,0,0,12,194618,0,0,0
1/20/2015,S1F0RVG8,0,103463080,0,0,6,6,317336,0,0,8
1/20/2015,S1F0S0NC,0,36310936,0,0,0,7,193019,0,0,2
1/20/2015,S1F0S33G,0,187305160,32,0,6,11,182126,0,0,7
1/20/2015,S1F0S34C,0,181650168,0,1331,0,13,220941,0,0,34
1/20/2015,S1F0S351,0,22257136,0,0,0,8,272175,0,0,0
1/20/2015,S1F0S382,0,107832208,0,0,0,13,269084,0,0,0
1/20/2015,S1F0S387,0,89339656,0,2,0,12,268867,0,0,34
1/20/2015,S1F0S3A3,0,107199640,0,0,0,6,191243,0,0,1
1/20/2015,S1F0S3DF,0,89253496,0,0,0,8,190882,0,0,2
1/20/2015,S1F0S49E,0,25374976,0,0,0,8,269401,0,0,0
1/20/2015,S1F0S4CA,0,150732232,712,0,69,12,207192,0,0,0
1/20/2015,S1F0S4EG,0,40656400,0,0,0,6,261542,0,0,0
1/20/2015,S1F0S4G4,0,165696208,0,0,0,7,192396,0,0,0
1/20/2015,S1F0S4MG,0,189969184,0,0,0,13,264689,0,0,0
1/20/2015,S1F0S4T6,0,222391840,0,0,0,9,269496,0,0,0
1/20/2015,S1F0S4WV,0,168672488,0,0,0,10,193835,0,0,0
1/20/2015,S1F0S4Y9,0,192417304,0,0,76,10,184060,16,16,0
1/20/2015,S1F0S517,0,124289872,0,0,0,8,236653,0,0,0
1/20/2015,S1F0S52H,0,56802848,0,0,0,12,280541,0,0,0
1/20/2015,S1F0S58D,0,63281480,0,0,0,12,218075,0,0,0
1/20/2015,S1F0S5B2,0,95441704,0,0,0,8,316834,0,0,1
1/20/2015,S1F0S5CE,0,162809496,0,0,6,9,280548,0,0,0
1/20/2015,S1F0S5NE,0,68169880,0,0,2,7,322614,0,0,0
1/20/2015,S1F0S5VX,0,164431384,0,0,0,8,190810,0,0,1
1/20/2015,S1F0S5WJ,0,70947760,0,0,0,8,141568,0,0,3
1/20/2015,S1F0S613,0,206581472,0,0,0,9,193505,0,0,0
1/20/2015,S1F0S63A,0,177840688,0,0,0,6,236703,0,0,233
1/20/2015,S1F0S649,0,6882824,0,0,0,11,269954,0,0,0
1/20/2015,S1F0S65X,0,53441232,0,0,0,8,268823,0,0,0
1/20/2015,S1F0S68M,0,108263928,0,0,0,11,219881,0,0,0
1/20/2015,S1F0S6B7,0,8629920,0,0,0,11,192272,0,0,0
1/20/2015,S1F0S6EY,0,91060144,0,0,0,11,280695,0,0,8
1/20/2015,S1F0S6FZ,0,235769424,0,220,0,8,268357,0,0,24
1/20/2015,S1F0S6GZ,0,229328152,0,0,0,12,270019,0,0,0
1/20/2015,S1F0S6HH,0,18423992,0,0,0,8,316425,0,0,3
1/20/2015,S1F0S7B7,0,109188856,0,0,18,13,321310,0,0,0
1/20/2015,S1F0S7DN,0,111459912,0,0,0,8,318079,0,0,3
1/20/2015,S1F0SAB1,0,243342600,0,0,0,13,242528,0,0,0
1/20/2015,S1F0SBHA,0,160828256,0,0,0,12,260574,0,0,1
1/20/2015,S1F0SBJA,0,9526096,0,0,0,11,261083,0,0,0
1/20/2015,S1F0SC17,0,223480168,0,0,0,12,240754,0,0,0
1/20/2015,S1F0T1BB,0,42457640,0,0,0,8,321296,0,0,0
1/20/2015,S1F0T1K8,0,52866912,0,1,0,7,272858,0,0,7
1/20/2015,S1F0T24J,0,192949832,0,0,0,12,231433,0,0,0
1/20/2015,S1F0T29K,0,159854320,0,0,0,7,276278,0,0,0
1/20/2015,S1F0T2LA,0,180570432,424,0,1,10,272813,0,0,0
1/20/2015,S1F0TD9A,0,88254688,0,0,0,11,277656,0,0,0
1/20/2015,S1F0TKW7,0,160649128,0,0,0,12,263898,0,0,0
1/20/2015,S1F0TMRF,0,146449352,0,0,0,11,270778,0,0,0
1/20/2015,S1F0TNW4,0,39597808,0,0,0,10,264866,0,0,0
1/20/2015,S1F0TP5E,0,163253768,0,2693,0,10,281976,0,0,2522
1/20/2015,S1F0TP6E,0,64736376,0,1,0,7,324556,0,0,241
1/20/2015,S1F0TP75,0,109491088,0,0,0,10,194393,0,0,0
1/20/2015,S1F0TP82,0,47903720,0,0,0,8,263581,0,0,0
1/20/2015,S1F0TP8F,0,12803376,0,0,0,12,324508,0,0,8
1/20/2015,S1F0TPH4,0,127169272,0,0,0,13,221870,0,0,0
1/20/2015,S1F0TPJC,0,217733040,0,10,0,12,272174,0,0,42
1/20/2015,S1F0TPK1,0,24561816,0,0,0,11,190011,0,0,0
1/20/2015,S1F0TPMF,0,106913544,0,0,0,6,271994,0,0,0
1/20/2015,S1F0TQ9G,0,59975016,0,263,0,10,316881,0,0,263
1/20/2015,S1F0TQCV,0,198249672,0,0,0,8,313643,0,0,1
1/20/2015,S1F0TQJ4,0,43594896,0,0,0,8,265897,0,0,0
1/20/2015,S1F0TQLY,0,35025440,0,0,0,8,193450,0,0,6
1/20/2015,S1F0TQP1,0,66005384,0,72,0,12,279712,0,0,1150
1/20/2015,S1F0TQQ1,0,209662128,0,0,0,12,274251,0,0,0
1/20/2015,S1F0TQR9,0,162337088,0,0,0,11,195554,0,0,0
1/20/2015,S1F0TQTF,0,192778416,0,0,0,12,268444,0,0,0
1/20/2015,S1F0VE11,0,105411408,0,0,0,10,192581,0,0,0
1/20/2015,S1F0VE35,0,18800,0,0,0,8,272050,0,0,0
1/20/2015,S1F0W45F,0,65086248,0,0,0,9,416165,0,0,1
1/20/2015,S1F0X4RC,0,242480000,0,0,0,11,211475,0,0,0
1/20/2015,S1F0XMNV,0,28002504,0,0,0,7,25,0,0,0
1/20/2015,S1F0Y6BM,0,242053736,0,0,0,8,211202,0,0,0
1/20/2015,S1F0Y8MA,0,117662392,0,0,0,8,209534,0,0,0
1/20/2015,S1F0YX6Z,0,210737664,0,0,0,8,211097,0,0,1
1/20/2015,S1F100R5,0,50174856,0,0,0,7,248604,0,0,0
1/20/2015,S1F101MC,0,39165984,0,0,0,10,219591,0,0,6
1/20/2015,S1F101SP,0,141342272,0,0,0,8,219366,0,0,0
1/20/2015,S1F1021H,0,62593320,0,0,0,11,242867,0,0,0
1/20/2015,S1F102L8,0,104032160,0,0,0,9,192126,0,0,0
1/20/2015,S1F1073Z,0,145262472,0,0,0,24,252902,0,0,0
1/20/2015,S1F10AS0,0,145252400,0,0,0,10,428997,0,0,0
1/20/2015,S1F10BNL,0,189733816,0,0,0,14,335744,0,0,0
1/20/2015,S1F10BRH,0,194568008,0,0,0,10,219392,0,0,0
1/20/2015,S1F10D0P,0,152548416,0,0,0,9,424488,0,0,0
1/20/2015,S1F10FDX,0,239889456,0,0,0,11,220301,0,0,6
1/20/2015,S1F10FF0,0,36601752,0,0,0,8,238193,0,0,1
1/20/2015,S1F10FZB,0,61606496,0,0,0,16,338143,0,0,0
1/20/2015,S1F10GSG,0,124282176,0,0,0,9,221430,0,0,0
1/20/2015,S1F10HH5,0,89673168,0,0,0,9,418177,0,0,0
1/20/2015,S1F10JL3,0,139162672,0,0,0,24,252643,0,0,0
1/20/2015,S1F10NDB,0,205028456,0,0,0,8,218772,0,0,0
1/20/2015,S1F10NM6,0,64135304,0,0,0,14,339817,0,0,0
1/20/2015,S1F10P0S,0,239090264,0,0,0,7,418402,0,0,0
1/20/2015,S1F10PED,0,174717304,0,0,0,5,209642,0,0,0
1/20/2015,S1F10QDG,0,69400240,0,0,0,5,228395,0,0,0
1/20/2015,S1F10QG6,0,177021616,0,0,0,6,220868,0,0,0
1/20/2015,S1F10QL8,0,171168184,0,0,0,6,211612,0,0,0
1/20/2015,S1F10RKC,0,162555488,0,0,0,12,247672,0,0,0
1/20/2015,S1F10RWZ,0,52661792,0,0,0,11,245388,0,0,0
1/20/2015,S1F10V1N,0,215635616,0,0,0,10,421282,0,0,0
1/20/2015,S1F10VJH,0,153804736,0,0,0,11,235650,0,0,0
1/20/2015,S1F10VP8,0,166453520,0,12,0,25,213471,0,0,0
1/20/2015,S1F114QM,0,12133968,0,0,0,9,423172,0,0,0
1/20/2015,S1F115Z6,0,125591976,0,0,0,11,254337,0,0,0
1/20/2015,S1F1162D,0,149705400,0,0,0,7,239104,0,0,0
1/20/2015,S1F116H4,0,63550824,0,0,0,9,220919,0,0,0
1/20/2015,S1F116J4,0,46213080,0,0,0,18,337633,0,0,0
1/20/2015,S1F117PK,0,207046712,0,0,0,12,213434,0,0,0
1/20/2015,S1F118JP,0,184963184,0,0,0,7,209642,0,0,0
1/20/2015,S1F11A9R,0,12479552,0,0,0,23,244787,0,0,0
1/20/2015,S1F11AK8,0,196797640,0,0,0,11,246695,0,0,0
1/20/2015,S1F11B1E,0,224039440,0,0,0,11,236604,0,0,0
1/20/2015,S1F11C16,0,242664680,0,0,0,8,225813,0,0,0
1/20/2015,S1F11CJC,0,70919920,0,0,0,13,245181,0,0,0
1/20/2015,S1F11DBJ,0,28649096,0,0,0,12,247266,0,0,0
1/20/2015,S1F11ETS,0,183050008,0,0,0,11,220209,0,0,0
1/20/2015,S1F11G2C,0,199410408,0,0,0,16,333412,0,0,0
1/20/2015,S1F11K34,0,218352608,0,0,0,14,336120,0,0,0
1/20/2015,S1F11L11,0,147912552,0,0,0,9,425670,0,0,0
1/20/2015,S1F11S5B,0,94922272,0,0,0,11,209243,0,0,0
1/20/2015,S1F11XDA,0,78261896,0,0,0,10,210146,0,0,0
1/20/2015,S1F11Y4K,0,83598912,0,0,0,14,325158,0,0,0
1/20/2015,S1F121LH,0,9876264,0,0,0,9,210136,0,0,0
1/20/2015,S1F122HQ,0,86512136,0,0,0,11,210962,0,0,1
1/20/2015,S1F122KD,0,94450304,0,0,0,8,237668,0,0,0
1/20/2015,S1F12788,0,80066520,0,0,0,11,213847,0,0,0
1/20/2015,S1F12XGM,0,45624672,0,0,0,8,251008,0,0,1
1/20/2015,S1F12XJ4,0,53779856,280,0,0,14,236508,0,0,0
1/20/2015,S1F12Y53,0,36998608,2344,0,0,8,202989,0,0,0
1/20/2015,S1F12ZAS,0,194983656,0,0,0,10,239001,0,0,0
1/20/2015,S1F12ZQB,0,211857192,0,0,0,12,251602,0,0,0
1/20/2015,S1F12ZRR,0,60514648,0,0,0,8,249133,0,0,0
1/20/2015,S1F12ZSD,0,45828168,0,0,0,13,236215,0,0,0
1/20/2015,S1F12ZZ2,0,73462368,0,0,0,11,246986,0,0,0
1/20/2015,S1F130GX,0,89177280,0,0,0,11,245881,0,0,0
1/20/2015,S1F130JB,0,207016304,0,0,0,9,210432,0,0,0
1/20/2015,S1F1318D,0,224287680,4960,0,0,13,89384,0,0,0
1/20/2015,S1F131F6,0,161784520,0,0,0,8,227276,0,0,0
1/20/2015,S1F132A5,0,61763144,0,0,0,11,242902,0,0,0
1/20/2015,S1F133YJ,0,147923576,0,0,0,13,244698,0,0,0
1/20/2015,S1F13432,0,107258368,0,0,0,8,229722,0,0,0
1/20/2015,S1F134QM,0,129157264,0,0,0,12,246625,0,0,2
1/20/2015,S1F13589,0,204720096,0,0,0,16,328574,0,0,0
1/20/2015,S1F1358N,0,35728360,0,0,0,24,242871,0,0,0
1/20/2015,S1F1359T,0,34077744,0,0,0,9,424287,0,0,0
1/20/2015,S1F135BR,0,216072304,0,100,0,16,336963,0,0,24
1/20/2015,S1F135CE,0,52364928,0,0,0,11,420957,0,0,0
1/20/2015,S1F135D3,0,105021744,0,0,0,12,246101,0,0,0
1/20/2015,S1F135DG,0,101627696,0,0,0,11,217519,0,0,3
1/20/2015,S1F135DN,0,181468352,0,0,0,10,424203,0,0,0
1/20/2015,S1F135F3,0,190116600,0,0,0,14,336935,0,0,0
1/20/2015,S1F135GA,0,232747712,0,0,0,8,210440,0,0,0
1/20/2015,S1F135QH,0,91810864,0,0,0,13,424345,0,0,0
1/20/2015,S1F135SZ,0,50521432,0,0,0,9,227042,0,0,0
1/20/2015,S1F135TN,0,119812440,0,0,0,14,325628,0,0,0
1/20/2015,S1F135WP,0,240162296,0,0,0,11,212032,0,0,0
1/20/2015,S1F1360P,0,14387168,0,0,0,13,246555,0,0,0
1/20/2015,S1F1360W,0,166133712,0,0,0,10,416627,0,0,0
1/20/2015,S1F13619,0,134762456,0,0,0,9,208955,0,0,0
1/20/2015,S1F13635,0,47336888,0,0,0,24,253339,0,0,0
1/20/2015,S1F1364P,0,29921208,0,0,0,12,236737,0,0,0
1/20/2015,S1F1365W,0,20065640,0,0,0,11,211098,0,0,0
1/20/2015,S1F1368E,0,57716256,0,0,0,9,419022,0,0,1
1/20/2015,S1F136A5,0,62684168,0,0,0,12,211378,0,0,0
1/20/2015,S1F136BS,0,209838328,0,0,0,9,220823,0,0,0
1/20/2015,S1F136FG,0,41331176,0,0,0,12,240438,0,0,0
1/20/2015,S1F136J0,0,137130560,0,0,25,16,332621,0,0,0
1/20/2015,S1F136KG,0,154852776,0,0,0,11,252104,0,0,0
1/20/2015,S1F136KJ,0,230174872,0,0,6,11,209349,0,0,0
1/20/2015,S1F13B32,0,157645168,0,0,0,24,243464,0,0,0
1/20/2015,S1F13CBB,0,234527360,0,0,0,24,243445,0,0,0
1/20/2015,S1F13CMG,0,40747992,0,0,0,8,208276,0,0,1
1/20/2015,S1F13GPY,0,27567464,0,0,0,16,326484,0,0,0
1/20/2015,S1F13H80,0,234203048,0,0,0,9,219455,0,0,3
1/20/2015,S1F13HPP,0,18891976,0,0,0,10,219631,0,0,2
1/20/2015,S1F13HPR,0,200482464,0,0,0,8,208441,0,0,0
1/20/2015,S1F13HWA,0,107104096,0,0,0,13,244687,0,0,0
1/20/2015,S1F13JW4,0,183776752,0,0,0,8,203325,0,0,0
1/20/2015,S1F13K7S,0,73115384,0,0,0,9,218605,0,0,0
1/20/2015,S1F13K8E,0,216631768,0,0,0,12,218865,0,0,0
1/20/2015,S1F13KBJ,0,43705216,0,0,0,12,247504,0,0,0
1/20/2015,S1F13KBZ,0,146949544,0,0,0,11,219265,0,0,0
1/20/2015,S1F13KC2,0,57682096,0,0,0,10,419633,0,0,0
1/20/2015,S1F13KF6,0,233789328,0,0,0,9,220568,0,0,0
1/20/2015,S1F13KG3,0,185341000,0,0,0,12,248292,0,0,0
1/20/2015,S1F13KNV,0,222187560,0,0,0,9,221736,0,0,0
1/20/2015,S1F13KZK,0,60689960,1984,0,0,10,382527,0,0,0
1/20/2015,S1F13M9A,0,6972384,0,0,0,25,244075,0,0,0
1/20/2015,S1F13MAM,0,212905592,0,0,0,8,238570,0,0,0
1/20/2015,W1F00CL9,0,155535968,0,0,5,16,312942,0,0,0
1/20/2015,W1F03D4L,0,7405392,0,0,0,17,336326,0,0,5
1/20/2015,W1F03DP4,0,217854224,0,8,2,17,331549,0,0,1080
1/20/2015,W1F05X69,0,114699312,0,0,0,2,216465,0,0,3
1/20/2015,W1F06QVP,0,203572264,0,0,0,8,321171,0,0,0
1/20/2015,W1F08EDA,0,200112072,0,2,0,25,574579,0,0,0
1/20/2015,W1F0DXT8,0,220081848,0,0,0,5,334873,0,0,0
1/20/2015,W1F0F6BN,0,224349792,0,0,34,12,243751,152,152,0
1/20/2015,W1F0FEH7,0,59485064,0,0,0,9,221955,0,0,0
1/20/2015,W1F0FW0S,0,81018648,0,0,17,64,200990,0,0,2
1/20/2015,W1F0FY92,0,38974088,0,1,6,12,219911,0,0,1
1/20/2015,W1F0FYLJ,0,42402952,0,4,0,98,236009,0,0,20
1/20/2015,W1F0FZPA,0,103964488,0,0,0,12,218441,0,0,0
1/20/2015,W1F0G9T7,0,180100328,0,0,0,10,221966,0,0,2
1/20/2015,W1F0GCAZ,0,71154152,0,0,0,9,220189,0,0,0
1/20/2015,W1F0H973,0,69708296,0,8,0,58,237004,0,0,2
1/20/2015,W1F0HJWZ,0,97075184,0,0,0,63,236084,0,0,0
1/20/2015,W1F0HNC5,0,163885224,0,0,0,59,235604,0,0,1
1/20/2015,W1F0HPZK,0,181961264,0,0,0,7,307163,0,0,0
1/20/2015,W1F0HT26,0,186020720,0,0,0,36,265971,0,0,0
1/20/2015,W1F0HTQ2,0,11142664,0,0,0,13,306441,0,0,0
1/20/2015,W1F0J7W7,0,85029504,0,62,0,95,241210,0,0,145
1/20/2015,W1F0J9KM,0,19190024,0,0,0,9,278682,0,0,0
1/20/2015,W1F0JAZC,0,89782792,0,0,0,9,304844,0,0,0
1/20/2015,W1F0JEB8,0,4034464,0,0,0,10,307972,0,0,0
1/20/2015,W1F0JH87,0,166518640,0,1,0,8,221595,0,0,0
1/20/2015,W1F0JHRJ,0,9325704,0,0,0,11,310676,0,0,0
1/20/2015,W1F0JXDL,0,186715184,16,0,0,7,219509,0,0,0
1/20/2015,W1F0JY02,0,90141816,0,0,0,5,217360,0,0,0
1/20/2015,W1F0K9C1,0,19856672,0,0,0,11,309680,0,0,0
1/20/2015,W1F0KAX2,0,69196840,0,0,0,7,302259,0,0,0
1/20/2015,W1F0KCN8,0,121206824,0,0,0,6,319470,0,0,1
1/20/2015,W1F0KCP2,0,20418120,0,0,0,6,306443,0,0,0
1/20/2015,W1F0KD3Y,0,132254112,0,0,0,11,468140,0,0,0
1/20/2015,W1F0KG97,0,20900136,0,0,0,68,240378,0,0,0
1/20/2015,W1F0KHHQ,0,170755216,0,0,0,11,309271,0,0,4
1/20/2015,W1F0KRWP,0,227267168,0,0,0,7,315705,0,0,10
1/20/2015,W1F0L2LC,0,128534424,0,0,0,32,269982,0,0,3
1/20/2015,W1F0L2Q7,0,18206360,0,0,0,61,233874,0,0,0
1/20/2015,W1F0L66L,0,236620872,0,0,6,6,194639,0,0,0
1/20/2015,W1F0L6ZS,0,156654048,0,0,0,35,267802,0,0,1
1/20/2015,W1F0LS71,0,47311904,0,0,0,8,305627,0,0,0
1/20/2015,W1F0LSFS,0,123349944,0,0,0,6,215243,0,0,0
1/20/2015,W1F0LYY0,0,12083544,0,0,0,5,253603,0,0,0
1/20/2015,W1F0LZJX,0,236154696,0,0,0,13,464657,0,0,0
1/20/2015,W1F0M02P,0,173675872,0,1,6,9,469047,0,0,33
1/20/2015,W1F0M330,0,9104480,0,0,0,11,469205,0,0,0
1/20/2015,W1F0M35B,0,107350480,0,0,0,7,263314,0,0,0
1/20/2015,W1F0M46R,0,52740664,0,0,0,14,310945,0,0,0
1/20/2015,W1F0M4BZ,0,33246288,0,0,0,8,320123,0,0,7
1/20/2015,W1F0MZRT,0,39131128,0,0,6,11,267667,0,0,2
1/20/2015,W1F0N84F,0,139374248,0,0,0,5,269088,0,0,0
1/20/2015,W1F0NF1S,0,188202160,0,0,6,11,303738,0,0,0
1/20/2015,W1F0NZSK,0,206087560,0,0,0,36,269147,0,0,2
1/20/2015,W1F0NZZZ,0,217731624,0,0,0,34,271254,0,0,0
1/20/2015,W1F0P114,0,215121217,0,0,9,36,268734,0,0,0
1/20/2015,W1F0P133,0,8203624,0,0,0,38,235462,0,0,0
1/20/2015,W1F0P24E,0,54219592,0,0,2,34,233932,0,0,0
1/20/2015,W1F0P2TN,0,172954232,0,0,0,12,307233,0,0,0
1/20/2015,W1F0P37T,0,195891160,0,0,0,36,268312,0,0,1
1/20/2015,W1F0P3FR,0,75540992,0,0,0,12,294298,0,0,1
1/20/2015,W1F0P41T,0,11499992,0,0,0,33,268097,0,0,0
1/20/2015,W1F0P49T,0,209331576,0,0,0,10,305566,0,0,0
1/20/2015,W1F0P6E1,0,54491816,0,0,0,37,268113,0,0,0
1/20/2015,W1F0PAXH,0,190163352,0,0,0,14,320570,0,0,0
1/20/2015,W1F0Q8FH,0,80439920,0,0,2,40,233835,0,0,10
1/20/2015,W1F0QE96,0,33470576,0,0,0,5,241161,0,0,0
1/20/2015,W1F0R731,0,134503096,0,0,0,32,269108,0,0,2
1/20/2015,W1F0R8W2,0,22075440,0,0,0,12,308243,0,0,0
1/20/2015,W1F0S9SP,0,41316600,0,0,0,37,269247,0,0,0
1/20/2015,W1F0SCL1,0,53934800,0,0,0,6,303258,0,0,0
1/20/2015,W1F0SFJJ,0,167212664,5160,0,0,10,189059,0,0,0
1/20/2015,W1F0SGHR,0,176344984,0,0,0,36,270918,0,0,0
1/20/2015,W1F0SJJ2,0,19736616,0,0,0,9,222237,0,0,0
1/20/2015,W1F0SJNS,0,41455176,0,1,0,33,269695,0,0,1
1/20/2015,W1F0SNW3,0,160127064,0,0,0,11,310230,0,0,0
1/20/2015,W1F0SRG1,0,71202568,0,0,0,33,269985,0,0,2
1/20/2015,W1F0SWST,0,97173928,0,0,0,13,243619,0,0,0
1/20/2015,W1F0T074,0,225059792,664,0,10,36,261061,0,0,0
1/20/2015,W1F0T0B1,0,15775400,0,0,0,7,222605,0,0,0
1/20/2015,W1F0T13Q,0,34733000,0,0,0,31,269135,0,0,1
1/20/2015,W1F0T371,0,223354368,0,0,0,8,311641,0,0,0
1/20/2015,W1F0T3AJ,0,45606056,0,0,0,9,311494,0,0,2
1/20/2015,W1F0T3H5,0,109332008,0,0,0,7,192870,0,0,0
1/20/2015,W1F0T3LK,0,31078000,0,0,46,31,269856,0,0,0
1/20/2015,W1F0T474,0,177339176,0,0,0,11,318101,0,0,0
1/20/2015,W1F0T960,0,195328944,0,0,0,38,271208,0,0,3
1/20/2015,W1F0TA59,0,196836520,512,0,0,37,268148,0,0,0
1/20/2015,W1F0TAEP,0,123778632,0,0,0,34,269047,0,0,0
1/20/2015,W1F0TATM,0,104894400,0,0,6,32,222428,0,0,0
1/20/2015,W1F0TGSS,0,100920208,0,0,0,12,304857,0,0,0
1/20/2015,W1F0THAD,0,83591704,0,0,0,5,253436,0,0,0
1/20/2015,W1F0TJ66,0,189465352,0,0,0,90,237000,0,0,0
1/20/2015,W1F0TQEE,0,205280536,0,0,0,7,280941,0,0,120
1/20/2015,W1F0VA0G,0,208160864,0,56,0,12,311745,0,0,0
1/20/2015,W1F0VAS7,0,129025280,0,0,0,4,309279,0,0,4
1/20/2015,W1F0VC83,0,129311160,0,0,0,9,308109,0,0,2
1/20/2015,W1F0VDH2,0,136357424,0,0,0,36,268497,0,0,0
1/20/2015,W1F0VFRE,0,51595000,0,0,0,12,310251,0,0,0
1/20/2015,W1F0VKVH,0,147091984,6328,0,7,10,187787,0,0,0
1/20/2015,W1F0VL4Q,0,113125928,0,0,0,7,242666,0,0,0
1/20/2015,W1F0VL6W,0,199980488,0,0,0,7,239073,0,0,2
1/20/2015,W1F0VNT7,0,38703056,0,0,0,14,337258,0,0,0
1/20/2015,W1F0VVMM,0,192945528,0,0,0,11,192031,0,0,0
1/20/2015,W1F0VZF4,0,238822160,0,0,0,8,193496,0,0,0
1/20/2015,W1F0W1R9,0,100920,0,0,0,8,324206,0,0,0
