date,failure,metric1,metric2,metric3,metric4,metric5
2015-02-08,0,108031584,0,0,0,8
2015-02-08,0,183596592,0,0,0,6
2015-02-08,0,61950144,0,0,0,13
2015-02-08,0,66308600,0,0,0,13
2015-02-08,0,201125320,0,0,0,11
2015-02-08,0,229819880,0,0,0,13
2015-02-08,0,50544856,0,0,0,10
2015-02-08,0,190407872,0,0,0,12
2015-02-08,0,186969032,0,0,0,11
2015-02-08,0,195470864,0,0,0,9
2015-02-08,0,20068736,0,0,0,12
2015-02-08,0,173995920,0,0,0,9
2015-02-08,0,138245480,0,0,0,12
2015-02-08,0,160924888,0,0,0,16
2015-02-08,0,79546168,0,0,0,11
2015-02-08,0,101899336,0,0,0,18
2015-02-08,0,173087248,0,0,0,11
2015-02-08,0,204105552,0,0,0,18
2015-02-08,0,124175160,0,0,0,8
2015-02-08,0,181193136,0,0,0,16
2015-02-08,0,188386600,0,0,0,9
2015-02-08,0,8996632,0,0,0,10
2015-02-08,0,105213072,0,0,0,8
2015-02-08,0,28028904,0,0,0,13
2015-02-08,0,167392720,0,0,0,9
2015-02-08,0,100190296,0,0,0,18
2015-02-08,0,227111008,0,0,0,9
2015-02-08,0,45139456,0,0,0,10
2015-02-08,0,202907448,0,0,0,13
2015-02-08,0,121800616,0,0,0,8
2015-02-08,0,217978088,0,0,0,11
2015-02-08,0,198327216,0,0,0,13
2015-02-08,0,113756992,0,0,0,8
2015-02-08,0,48303408,0,0,0,12
2015-02-08,0,17911480,0,0,0,16
2015-02-08,0,209659336,0,0,0,18
2015-02-08,0,55249528,0,0,0,9
2015-02-08,0,91853552,0,0,0,16
2015-02-08,0,69958816,0,0,0,11
2015-02-08,0,148329616,0,0,0,12
2015-02-08,0,243768920,0,0,0,11
2015-02-08,0,201954928,0,0,0,10
2015-02-08,0,225935504,0,0,0,14
2015-02-08,0,24514032,0,0,0,8
2015-02-08,0,146187440,0,0,0,13
2015-02-08,0,169837128,0,0,0,9
2015-02-08,0,209648472,0,0,0,14
2015-02-08,0,73902640,0,0,0,11
2015-02-08,0,169848232,0,0,0,12
2015-02-08,0,164258424,0,0,0,13
2015-02-08,0,53991056,0,0,0,12
2015-02-08,0,182979072,0,0,0,10
2015-02-08,0,18251184,0,0,0,18
2015-02-08,0,105559040,0,0,0,7
2015-02-08,0,90363408,0,0,0,18
2015-02-08,0,86748312,0,0,0,13
2015-02-08,0,231618216,0,0,0,18
2015-02-08,0,49496960,0,0,0,9
2015-02-08,0,41111544,0,0,0,9
2015-02-08,0,19807048,0,0,0,10
2015-02-08,0,74311144,0,0,0,18
2015-02-08,0,37823688,0,0,0,9
2015-02-08,0,235010488,0,0,0,8
2015-02-08,0,126731104,0,0,0,6
2015-02-08,0,195563280,0,0,0,11
2015-02-08,0,45111552,0,0,0,7
2015-02-08,0,234823568,0,0,0,6
2015-02-08,0,92822536,0,0,0,6
2015-02-08,0,66894560,0,0,0,10
2015-02-08,0,154146856,0,0,0,9
2015-02-08,0,182880648,0,0,0,11
2015-02-08,0,175487304,0,0,0,18
2015-02-08,0,205956720,0,0,0,10
2015-02-08,0,173966632,0,0,0,11
2015-02-08,0,181656320,0,0,0,9
2015-02-08,0,132484696,0,0,0,12
2015-02-08,0,108641976,0,0,0,9
2015-02-08,0,209172104,0,0,0,10
2015-02-08,0,49214288,0,0,0,18
2015-02-08,0,222796384,0,0,0,8
2015-02-08,0,168646720,0,0,0,16
2015-02-08,0,238258976,0,0,0,17
2015-02-08,0,11815256,0,0,0,3
2015-02-08,0,77675736,0,0,0,8
2015-02-08,0,189219856,0,0,0,18
2015-02-08,0,65980048,0,0,0,8
2015-02-08,0,148075344,0,0,0,6
2015-02-08,0,106490968,0,0,0,10
2015-02-08,0,63396784,0,0,0,10
2015-02-08,0,217174632,0,0,0,11
2015-02-08,0,98229360,0,0,0,13
2015-02-08,0,230125976,0,0,0,18
2015-02-08,0,65662448,0,0,0,13
2015-02-08,0,218176968,0,0,0,11
2015-02-08,0,190071928,0,0,0,9
2015-02-08,0,65273208,0,0,0,8
2015-02-08,0,26001456,0,0,0,10
2015-02-08,0,98712360,0,0,0,7
2015-02-08,0,110279232,0,0,0,10
2015-02-08,0,200203408,0,0,0,8
2015-02-08,0,220758464,0,0,0,11
2015-02-08,0,153559080,0,0,0,9
2015-02-08,0,85236456,0,0,0,18
2015-02-08,0,91767416,0,0,0,10
2015-02-08,0,225368184,0,0,0,14
2015-02-08,0,109738560,0,0,0,8
2015-02-08,0,5232384,0,0,0,10
2015-02-08,0,19220344,0,0,0,11
2015-02-08,0,169250776,0,0,0,8
2015-02-08,0,179890880,0,0,0,16
2015-02-08,0,35757008,0,0,0,9
2015-02-08,0,203248184,0,0,0,9
2015-02-08,0,225540320,0,0,0,18
2015-02-08,0,113448552,0,0,0,8
2015-02-08,0,241777448,0,0,0,14
2015-02-08,0,125080096,0,0,0,9
2015-02-08,0,189871352,0,0,0,8
2015-02-08,0,27601232,0,0,0,7
2015-02-08,0,201880720,0,0,0,11
2015-02-08,0,8857744,0,0,0,7
2015-02-08,0,98816008,0,0,0,11
2015-02-08,0,85259552,0,0,0,8
2015-02-08,0,116293720,0,0,0,12
2015-02-08,0,27574952,0,0,0,13
2015-02-08,0,179705096,0,0,0,12
2015-02-08,0,130051376,0,0,0,11
2015-02-08,0,99783416,0,0,0,6
2015-02-08,0,14965960,0,0,0,10
2015-02-08,0,223906112,0,0,0,8
2015-02-08,0,193802608,0,0,0,8
2015-02-08,0,150533048,0,0,0,8
2015-02-08,0,9680144,0,0,0,12
2015-02-08,0,230231032,0,0,0,12
2015-02-08,0,223567744,0,0,0,11
2015-02-08,0,112375640,0,0,0,12
2015-02-08,0,222436056,0,0,0,10
2015-02-08,0,117068208,0,0,0,8
2015-02-08,0,212732032,0,0,0,9
2015-02-08,0,166424064,0,0,0,7
2015-02-08,0,149472160,0,0,0,5
2015-02-08,0,138498632,0,0,0,8
2015-02-08,0,183415256,0,0,0,6
2015-02-08,0,232533712,0,0,0,8
2015-02-08,0,182784576,0,0,0,14
2015-02-08,0,90040264,0,0,0,7
2015-02-08,0,14366472,0,0,0,9
2015-02-08,0,195162744,0,0,0,11
2015-02-08,0,212597896,0,0,0,10
2015-02-08,0,3139904,0,0,0,14
2015-02-08,0,210847256,0,0,0,9
2015-02-08,0,81338080,0,0,0,11
2015-02-08,0,55700856,0,0,0,8
2015-02-08,0,46747952,0,0,0,11
2015-02-08,0,8205096,0,0,0,8
2015-02-08,0,101041416,0,0,0,14
2015-02-08,0,107954920,0,0,0,8
2015-02-08,0,88344440,0,0,0,10
2015-02-08,0,110735952,0,0,0,12
2015-02-08,0,45818784,0,0,0,8
2015-02-08,0,146600864,0,0,0,5
2015-02-08,0,105086344,0,0,0,11
2015-02-08,0,65415720,0,0,0,16
2015-02-08,0,62248120,0,0,0,11
2015-02-08,0,28980296,0,0,0,13
2015-02-08,0,28644688,0,0,0,13
2015-02-08,0,76743088,0,0,0,12
2015-02-08,0,123273344,0,0,0,6
2015-02-08,0,137787312,0,0,0,12
2015-02-08,0,219297072,0,0,0,11
2015-02-08,0,170105752,0,0,0,10
2015-02-08,0,106612728,0,0,0,11
2015-02-08,0,172883880,0,0,0,9
2015-02-08,0,41072872,0,0,0,11
2015-02-08,0,95962168,0,0,0,7
2015-02-08,0,151869472,0,0,0,18
2015-02-08,0,103568248,0,0,0,18
2015-02-08,0,226460752,0,0,0,12
2015-02-08,0,234992688,0,0,0,7
2015-02-08,0,84357688,0,0,0,18
2015-02-08,0,219813888,0,0,0,11
2015-02-08,0,173049656,0,0,0,11
2015-02-08,0,10964696,0,0,0,8
2015-02-08,0,74581128,0,0,0,9
2015-02-09,0,97045568,0,0,0,8
2015-02-09,0,238549056,0,0,0,9
2015-02-09,0,125234616,0,0,0,3
2015-02-09,0,190724120,0,0,0,16
2015-02-09,0,47536216,0,0,0,10
2015-02-09,0,147750408,0,0,0,8
2015-02-09,0,126444128,0,0,0,9
2015-02-09,0,35300160,0,0,0,10
2015-02-09,0,176645560,0,0,0,10
2015-02-09,0,8629904,0,0,0,18
2015-02-09,0,96639464,0,0,0,18
2015-02-09,0,228803320,0,0,0,9
2015-02-09,0,227254720,0,0,0,14
2015-02-09,0,76746232,0,0,0,14
2015-02-09,0,186216152,0,0,0,9
2015-02-09,0,120185984,0,0,0,12
2015-02-09,0,240031344,0,0,0,12
2015-02-09,0,72978104,0,0,0,9
2015-02-09,0,153946816,0,0,0,6
2015-02-09,0,45752240,0,0,0,8
2015-02-09,0,38587848,0,0,0,8
2015-02-09,0,144797792,0,0,0,9
2015-02-09,0,24686976,0,0,0,8
2015-02-09,0,211939672,0,0,0,11
2015-02-09,0,77418544,0,0,0,11
2015-02-09,0,86638432,0,0,0,7
2015-02-09,0,36891816,0,0,0,13
2015-02-09,0,192969024,0,0,0,12
2015-02-09,0,131633152,0,0,0,7
2015-02-09,0,202592952,0,0,0,7
2015-02-09,0,162214968,0,0,0,10
2015-02-09,0,21201808,0,0,0,18
2015-02-09,0,29453792,0,0,0,8
2015-02-09,0,56721360,0,0,0,7
2015-02-09,0,175032016,0,0,0,8
2015-02-09,0,200280536,0,0,0,9
2015-02-09,0,135572016,0,0,0,8
2015-02-09,0,169178368,0,0,0,8
2015-02-09,0,5646496,0,0,0,8
2015-02-09,0,77301400,0,0,0,14
2015-02-09,0,58715872,0,0,0,12
2015-02-09,0,221774672,0,0,0,11
2015-02-09,0,138606640,0,0,0,13
2015-02-09,0,58365368,0,0,0,11
2015-02-09,0,49294000,0,0,0,12
2015-02-09,0,64233088,0,0,0,16
2015-02-09,0,34595320,0,0,0,12
2015-02-09,0,33452856,0,0,0,13
2015-02-09,0,191400880,0,0,0,11
2015-02-09,0,198488576,0,0,0,10
2015-02-09,0,41661824,0,0,0,7
2015-02-09,0,105846008,0,0,0,10
2015-02-09,0,86535736,0,0,0,14
2015-02-09,0,15108128,0,0,0,13
2015-02-09,0,199950552,0,0,0,9
2015-02-09,0,105588712,0,0,0,10
2015-02-09,0,19853880,0,0,0,8
2015-02-09,0,134211072,0,0,0,18
2015-02-09,0,186222648,0,0,0,9
2015-02-09,0,108174992,0,0,0,12
2015-02-09,0,150821456,0,0,0,8
2015-02-09,0,10094648,0,0,0,9
2015-02-09,0,39390120,0,0,0,8
2015-02-09,0,43991576,0,0,0,9
2015-02-09,0,220572400,0,0,0,9
2015-02-09,0,26556040,0,0,0,8
2015-02-09,0,86115584,0,0,0,10
2015-02-09,0,76971872,0,0,0,12
2015-02-09,0,158447960,0,0,0,9
2015-02-09,0,52058672,0,0,0,18
2015-02-09,0,103411984,0,0,0,11
2015-02-09,0,53835464,0,0,0,12
2015-02-09,0,122025152,0,0,0,18
2015-02-09,0,138157688,0,0,0,8
2015-02-09,0,183106944,0,0,0,12
2015-02-09,0,209520232,0,0,0,11
2015-02-09,0,86571384,0,0,0,10
2015-02-09,0,208672976,0,0,0,9
2015-02-09,0,126278320,0,0,0,7
2015-02-09,0,143191360,0,0,0,13
2015-02-09,0,24416064,0,0,0,8
2015-02-09,0,110919944,0,0,0,13
2015-02-09,0,69650080,0,0,0,10
2015-02-09,0,97721680,0,0,0,9
2015-02-09,0,216446408,0,0,0,11
2015-02-09,0,59240072,0,0,0,10
2015-02-09,0,144457960,0,0,0,6
2015-02-09,0,58329648,0,0,0,18
2015-02-09,0,146623824,0,0,0,11
2015-02-09,0,210766728,0,0,0,12
2015-02-09,0,211096976,0,0,0,18
2015-02-09,0,105334296,0,0,0,10
2015-02-09,0,25208752,0,0,0,18
2015-02-09,0,217432208,0,0,0,14
2015-02-09,0,190777680,0,0,0,18
2015-02-09,0,98528360,0,0,0,5
2015-02-09,0,130014264,0,0,0,18
2015-02-09,0,64514640,0,0,0,18
2015-02-09,0,99875272,0,0,0,12
2015-02-09,0,138136744,0,0,0,6
2015-02-09,0,196286312,0,0,0,10
2015-02-09,0,192094672,0,0,0,10
2015-02-09,0,70442496,0,0,0,18
2015-02-09,0,130539904,0,0,0,11
2015-02-09,0,162205416,0,0,0,18
2015-02-09,0,141703776,0,0,0,13
2015-02-09,1,153874016,0,0,0,18
2015-02-09,0,139529344,0,0,0,18
2015-02-09,0,215445488,0,0,0,12
2015-02-09,0,197528640,0,0,0,18
2015-02-09,0,23281768,0,0,0,18
2015-02-09,0,14366112,0,0,0,13
2015-02-09,0,164419424,0,0,0,18
2015-02-09,0,58049480,0,0,0,6
2015-02-09,0,31433936,0,0,0,18
2015-02-09,0,198558976,0,0,0,8
2015-02-09,0,213283968,0,0,0,6
2015-02-09,0,114617176,0,0,0,5
2015-02-09,0,1171784,0,0,0,14
2015-02-09,0,118781136,0,0,0,10
2015-02-09,0,235659040,0,0,0,12
2015-02-09,0,53142792,0,0,0,7
2015-02-09,0,225681440,0,0,0,14
2015-02-09,0,4817984,0,0,0,8
2015-02-09,0,24678240,0,0,0,7
2015-02-09,0,33948432,0,0,0,11
2015-02-09,0,102616464,0,0,0,5
2015-02-09,0,214504144,0,0,0,11
2015-02-09,0,3406672,0,0,0,18
2015-02-09,1,234573048,0,0,0,18
2015-02-09,0,229047440,0,0,0,8
2015-02-09,0,228366992,0,0,0,12
2015-02-09,0,38857928,0,0,0,18
2015-02-09,0,36389944,0,0,0,9
2015-02-09,0,98870712,0,0,0,6
2015-02-09,0,213776352,0,0,0,7
2015-02-09,0,23207080,0,0,0,12
2015-02-09,0,32469368,0,0,0,13
2015-02-09,0,74045920,0,0,0,6
2015-02-09,0,127948632,0,0,0,8
2015-02-09,0,161513016,0,0,0,6
2015-02-09,0,115350096,0,0,0,12
2015-02-09,0,163200088,0,0,0,6
2015-02-09,0,223450408,0,0,0,7
2015-02-09,0,200445056,0,0,0,6
2015-02-09,0,188973992,0,0,0,11
2015-02-09,0,125375304,0,0,0,6
2015-02-09,0,58685384,0,0,0,6
2015-02-09,0,161821264,0,0,0,12
2015-02-09,0,172136064,0,0,0,11
2015-02-09,0,83559104,0,0,0,13
2015-02-09,0,148070456,0,0,0,13
2015-02-09,0,9623144,0,0,0,11
2015-02-09,0,79818624,0,0,0,8
2015-02-09,0,203647440,0,0,0,8
2015-02-09,0,27278544,0,0,0,8
2015-02-09,0,104357760,0,0,0,7
2015-02-09,0,239865192,0,0,0,18
2015-02-09,0,146514528,0,0,0,11
2015-02-09,0,90211128,0,0,0,18
2015-02-09,0,187482856,0,0,0,18
2015-02-09,0,202416176,0,0,0,18
2015-02-09,0,193361064,0,0,0,12
2015-02-09,0,90517528,0,0,0,5
2015-02-09,0,11414696,0,0,0,18
2015-02-09,0,111052192,0,0,0,7
2015-02-09,0,50440320,0,0,0,12
2015-02-09,0,179290096,0,0,0,4
2015-02-09,0,182206744,0,0,0,9
2015-02-09,0,217311400,0,0,0,12
2015-02-09,0,113279344,0,0,0,10
2015-02-09,0,214562616,0,0,0,7
2015-02-09,0,151360744,0,0,0,7
2015-02-09,0,39422824,0,0,0,14
2015-02-09,0,212768648,0,0,0,11
2015-02-09,0,206914072,0,0,0,8
2015-02-09,0,224102872,0,0,0,11
2015-02-09,0,56836144,0,0,0,5
2015-02-09,0,45996800,0,0,0,9
2015-02-09,0,140267064,0,0,0,7
2015-02-09,0,1436112,0,0,0,18
2015-02-09,0,8897144,0,0,0,9
2015-02-09,0,55869096,0,0,0,18
2015-02-09,0,28340544,0,0,0,18
2015-02-09,0,197692592,0,0,0,12
2015-02-09,0,182968952,0,0,0,8
2015-02-09,0,67518384,0,0,0,12
2015-02-09,0,101588296,0,0,0,9
2015-02-09,0,53591680,0,0,0,9
2015-02-09,0,224350168,0,0,0,10
2015-02-09,0,19223648,0,0,0,10
2015-02-09,0,8712368,0,0,0,8
2015-02-09,0,177575744,0,0,0,18
2015-02-09,0,136909520,0,0,0,12
2015-02-09,0,124232152,0,0,0,10
2015-02-09,0,24020928,0,0,0,18
2015-02-09,0,31194432,0,0,0,18
2015-02-09,0,118784632,0,0,0,14
2015-02-09,0,101394880,0,0,0,15
2015-02-09,0,191284080,0,0,0,18
2015-02-09,0,38757184,0,0,0,10
2015-02-09,0,194444944,0,0,0,7
2015-02-09,0,107618280,0,0,0,6
2015-02-09,0,239379184,0,0,0,10
2015-02-09,0,191776184,0,0,0,7
2015-02-09,0,108537240,0,0,0,10
2015-02-09,0,128288472,0,0,0,18
2015-02-09,0,226129624,0,0,0,11
2015-02-09,0,62785920,0,0,0,10
2015-02-09,0,178941360,0,0,0,18
2015-02-09,0,18569016,0,0,0,8
2015-02-09,0,53132392,0,0,0,16
2015-02-09,0,153892752,0,0,0,7
2015-02-09,0,18161512,0,0,0,13
2015-02-09,0,74330336,0,0,0,9
2015-02-09,0,209839344,0,0,0,11
2015-02-09,0,19018064,0,0,0,12
2015-02-09,0,52293272,0,0,0,13
2015-02-09,0,88934056,0,0,0,10
2015-02-09,0,199209248,0,0,0,18
2015-02-09,0,124705800,0,0,0,5
2015-02-09,0,652848,0,0,0,8
2015-02-09,0,161273752,0,0,0,10
2015-02-09,0,66712840,0,0,0,7
2015-02-09,0,24138912,0,0,0,7
2015-02-09,0,234448296,0,0,0,7
2015-02-09,0,222636400,0,0,0,11
2015-02-09,0,103213344,0,0,0,18
2015-02-09,0,214809368,0,0,0,12
2015-02-09,0,18271736,0,0,0,11
2015-02-09,0,75431648,0,0,0,14
2015-02-09,0,43723296,0,0,0,11
2015-02-09,0,72453248,0,0,0,8
2015-02-09,0,204135752,0,0,0,7
2015-02-09,0,186820040,0,0,0,6
2015-02-09,0,231469984,0,0,0,4
2015-02-09,0,123900904,0,0,0,5
2015-02-09,0,83268312,0,0,0,6
2015-02-09,0,125250008,0,0,0,2
2015-02-09,0,97429760,0,0,0,2
2015-02-09,0,8636872,0,0,0,7
2015-02-09,0,210395360,0,0,0,5
2015-02-09,0,160554080,0,0,0,9
2015-02-09,0,47879752,0,0,0,15
2015-02-09,0,72065992,0,0,0,14
2015-02-09,0,121165520,0,0,0,8
2015-02-09,0,135739712,0,0,0,6
2015-02-09,0,149708112,0,0,0,8
2015-02-09,0,41394856,0,0,0,7
2015-02-09,0,35330704,0,0,0,18
2015-02-09,0,234942112,0,0,0,8
2015-02-09,0,225787392,0,0,0,8
2015-02-09,0,224987952,0,0,0,8
2015-02-09,0,96950040,0,0,0,8
2015-02-09,0,237911392,0,0,0,8
2015-02-09,0,221298552,0,0,0,8
2015-02-09,0,171818200,0,0,0,8
2015-02-09,0,32978320,0,0,0,9
2015-02-09,0,116830200,0,0,0,3
2015-02-09,0,39657544,0,0,0,5
2015-02-09,0,20663000,0,0,0,3
2015-02-09,0,158943880,0,0,0,8
2015-02-09,0,225532032,0,0,0,8
2015-02-09,0,55246072,0,0,0,8
2015-02-09,0,66352344,0,0,0,7
2015-02-09,0,210396600,0,0,0,7
2015-02-09,0,178642224,0,0,0,6
2015-02-09,0,117263072,0,0,0,12
2015-02-09,0,163834800,0,0,0,4
2015-02-09,0,30971864,0,0,0,10
2015-02-09,0,112012712,0,0,0,9
2015-02-09,0,219780768,0,0,0,8
2015-02-09,0,208064248,0,0,0,18
2015-02-09,0,27086096,0,0,0,13
2015-02-09,0,33459344,0,0,0,11
2015-02-09,0,161296392,0,0,0,5
2015-02-09,0,112167560,0,0,0,11
2015-02-09,0,195114736,0,0,0,6
2015-02-09,0,171825328,0,0,0,6
2015-02-09,0,133547136,0,0,0,6
2015-02-09,0,127123072,0,0,0,18
2015-02-09,0,116831192,0,0,0,7
2015-02-09,0,184877800,0,0,0,5
2015-02-09,0,128639824,0,0,0,5
2015-02-09,0,241970336,0,0,0,13
2015-02-09,0,175656064,0,0,0,8
2015-02-09,0,112693288,0,0,0,6
2015-02-09,0,14567504,0,0,0,11
2015-02-09,0,187133968,0,0,0,11
2015-02-09,0,227552968,0,0,0,18
2015-02-09,0,20947184,0,0,0,16
2015-02-09,0,87161320,0,0,0,12
2015-02-09,0,159181584,0,0,0,17
2015-02-09,0,221187272,0,0,0,11
2015-02-09,0,199128944,0,0,0,9
2015-02-09,0,54620944,0,0,0,9
2015-02-09,0,162704944,0,0,0,9
2015-02-09,0,147421176,0,0,0,8
2015-02-09,0,172042064,0,0,0,11
2015-02-09,0,133276328,0,0,0,12
2015-02-09,0,116433392,0,0,0,12
2015-02-09,0,186977712,0,0,0,10
2015-02-09,0,210341120,0,0,0,13
2015-02-09,0,110690432,0,0,0,9
2015-02-09,0,175189472,0,0,0,11
2015-02-09,0,45135144,0,0,0,10
2015-02-09,0,227958008,0,0,0,9
2015-02-09,0,5113728,0,0,0,13
2015-02-09,0,173756768,0,0,0,10
2015-02-09,0,63069824,0,0,0,4
2015-02-09,0,228315488,0,0,0,9
2015-02-09,0,186865696,0,0,0,10
2015-02-09,0,28008928,0,0,0,5
2015-02-09,0,228242400,0,0,0,11
2015-02-09,0,192862600,0,0,0,5
2015-02-09,0,50644192,0,0,0,11
2015-02-09,0,27619480,0,0,0,11
2015-02-09,0,189444272,0,0,0,10
2015-02-09,0,60853800,0,0,0,11
2015-02-09,0,68868392,0,0,0,8
2015-02-09,0,10081112,0,0,0,7
2015-02-09,0,165340632,0,0,0,9
2015-02-09,0,206969448,0,0,0,18
2015-02-09,0,168842560,0,0,0,10
2015-02-09,0,213508360,0,0,0,9
2015-02-09,0,14064728,0,0,0,10
2015-02-09,0,84020064,0,0,0,8
2015-02-09,0,104249176,0,0,0,11
2015-02-09,0,214643504,0,0,0,10
2015-02-09,0,2470856,0,0,0,7
2015-02-09,0,79318984,0,0,0,12
2015-02-09,0,37575920,0,0,0,18
2015-02-09,0,88118312,0,0,0,6
2015-02-09,0,225308832,0,0,0,7
2015-02-09,0,83326568,0,0,0,11
2015-02-09,0,92184904,0,0,0,10
2015-02-09,0,218323288,0,0,0,10
2015-02-09,0,237755664,0,0,0,18
2015-02-09,0,243681840,0,0,0,5
2015-02-09,0,91094720,0,0,0,6
2015-02-09,0,234612872,0,0,0,18
2015-02-09,0,240328904,0,0,0,7
2015-02-09,0,51749488,0,0,0,8
2015-02-09,0,114842248,0,0,0,7
2015-02-09,0,155134016,0,0,0,9
2015-02-09,0,42306192,0,0,0,7
2015-02-09,0,29179624,0,0,0,12
2015-02-09,0,197413368,0,0,0,18
2015-02-09,0,41601608,0,0,0,18
2015-02-09,0,99596280,0,0,0,6
2015-02-09,0,94531600,0,0,0,11
2015-02-09,0,61740352,0,0,0,18
2015-02-09,0,72002368,0,0,0,18
2015-02-09,0,62281808,0,0,0,18
2015-02-09,0,61224472,0,0,0,8
2015-02-09,0,54637952,0,0,0,11
2015-02-09,0,56686848,0,0,0,9
2015-02-09,0,104465280,0,0,0,12
2015-02-09,0,42326760,0,0,0,13
2015-02-09,0,27841488,0,0,0,11
2015-02-09,0,49268120,0,0,0,7
2015-02-09,0,83318736,0,0,0,8
2015-02-09,0,78745392,0,0,0,13
2015-02-09,0,169016488,0,0,0,8
2015-02-09,0,221242720,0,0,0,7
2015-02-09,0,47459256,0,0,0,12
2015-02-09,0,240862408,0,0,0,10
2015-02-09,0,18185656,0,0,0,12
2015-02-09,0,64793840,0,0,0,12
2015-02-09,0,178154568,0,0,0,8
2015-02-09,0,140625984,0,0,0,13
2015-02-09,0,23042328,0,0,0,12
2015-02-09,0,231902112,0,0,0,6
2015-02-09,0,54082712,0,0,0,7
2015-02-09,0,11434936,0,0,0,11
2015-02-09,0,99336560,0,0,0,13
2015-02-09,0,27910728,0,0,0,9
2015-02-09,0,24055504,0,0,0,8
2015-02-09,0,93751984,0,0,0,12
2015-02-09,0,78743424,0,0,0,7
2015-02-09,0,137327568,0,0,0,5
2015-02-09,0,208593496,0,0,0,5
2015-02-09,0,51552112,0,0,0,5
2015-02-09,0,162531848,0,0,0,6
2015-02-09,0,178974560,0,0,0,11
2015-02-09,0,58002120,0,0,0,11
2015-02-09,0,109525168,0,0,0,12
2015-02-09,0,185975032,0,0,0,6
2015-02-09,0,139259304,0,0,0,8
2015-02-09,0,64339632,0,0,0,10
2015-02-09,0,151085384,0,0,0,8
2015-02-09,0,18432704,0,0,0,13
2015-02-09,0,209626904,0,0,0,12
2015-02-09,0,28711120,0,0,0,7
2015-02-09,0,63330312,0,0,0,6
2015-02-09,0,86745632,0,0,0,7
2015-02-09,0,205005920,0,0,0,6
2015-02-09,0,113999520,0,0,0,11
2015-02-09,0,8687888,0,0,0,6
2015-02-09,0,180158912,0,0,0,13
2015-02-09,0,230320464,0,0,0,12
2015-02-09,0,72455360,0,0,0,6
2015-02-09,0,221070872,0,0,0,11
2015-02-09,0,170443304,0,0,0,8
2015-02-09,0,155499328,0,0,0,12
2015-02-09,0,237328248,0,0,0,8
2015-02-09,0,238068336,0,0,0,13
2015-02-09,0,128495704,0,0,0,8
2015-02-09,0,92091632,0,0,0,13
2015-02-09,0,143862544,0,0,0,7
2015-02-09,0,214245992,0,0,0,11
2015-02-09,0,211682040,0,0,0,11
2015-02-09,0,218558992,0,0,0,11
2015-02-09,0,25660048,0,0,0,12
2015-02-09,0,108090000,0,0,0,8
2015-02-09,0,92454096,0,0,0,7
2015-02-09,0,200764520,0,0,0,12
2015-02-09,0,141226400,0,0,0,7
2015-02-09,0,210205888,0,0,0,10
2015-02-09,0,33521736,0,0,0,11
2015-02-09,0,116863896,0,0,0,12
2015-02-09,0,191450912,0,0,0,11
2015-02-09,0,173098672,0,0,0,8
2015-02-09,0,52530032,0,0,0,11
2015-02-09,0,118229440,0,0,0,8
2015-02-09,0,221012968,0,0,0,8
2015-02-09,0,163136880,0,0,0,12
2015-02-09,0,156704192,0,0,0,6
2015-02-09,0,212674552,0,0,0,7
2015-02-09,0,155488928,0,0,0,13
2015-02-09,0,193247352,0,0,0,9
2015-02-09,0,222330344,0,0,0,10
2015-02-09,0,220198328,0,0,0,10
2015-02-09,0,11611552,0,0,0,8
2015-02-09,0,65442520,0,0,0,12
2015-02-09,0,144517992,0,0,0,12
2015-02-09,0,191526528,0,0,0,8
2015-02-09,0,62265608,0,0,0,9
2015-02-09,0,108111808,0,0,0,7
2015-02-09,0,28306616,0,0,0,8
2015-02-09,0,33487056,0,0,0,8
2015-02-09,0,154388408,0,0,0,9
2015-02-09,0,41183904,0,0,0,6
2015-02-09,0,16761408,0,0,0,11
2015-02-09,0,101922752,0,0,0,12
2015-02-09,0,132157240,0,0,0,5
2015-02-09,0,51417392,0,0,0,6
2015-02-09,0,150615896,0,0,0,10
2015-02-09,0,192440280,0,0,0,10
2015-02-09,0,39975224,0,0,0,10
2015-02-09,0,138838368,0,0,0,10
2015-02-09,0,224025872,0,0,0,14
2015-02-09,0,99862944,0,0,0,18
2015-02-09,0,71206520,0,0,0,8
2015-02-09,0,60224336,0,0,0,12
2015-02-09,0,141935320,0,0,0,11
2015-02-09,0,201448192,0,0,0,18
2015-02-09,0,103685336,0,0,0,18
2015-02-09,0,78175072,0,0,0,10
2015-02-09,0,206178384,0,0,0,18
2015-02-09,0,150897448,0,0,0,18
2015-02-09,0,23411832,0,0,0,9
2015-02-09,0,210324408,0,0,0,18
2015-02-09,0,130266304,0,0,0,18
2015-02-09,0,105129136,0,0,0,9
2015-02-09,0,8253408,0,0,0,9
2015-02-09,0,18933384,0,0,0,9
2015-02-09,0,201347768,0,0,0,10
2015-02-09,0,207768328,0,0,0,9
2015-02-09,0,121080488,0,0,0,12
2015-02-09,0,242418472,0,0,0,17
2015-02-09,0,139032152,0,0,0,8
2015-02-09,0,14279144,0,0,0,15
2015-02-09,0,95168448,0,0,0,2
2015-02-09,0,221455040,0,0,0,8
2015-02-09,0,144644688,0,0,0,5
2015-02-09,0,152759192,0,0,0,9
2015-02-09,0,85828192,0,0,0,13
2015-02-09,0,44794544,0,0,0,7
2015-02-09,0,65119136,0,0,0,10
2015-02-09,0,20337608,0,0,0,5
2015-02-09,0,227041272,0,0,0,8
